,text,intent
1477,okay i 'd like a flight from boston to san francisco that leaves before 8 am,Flight.
1478,i want to go from denver to atlanta round trip and make a stop at pittsburgh may i have the cheapest fare,Flight.
1479,is there a delta flight from boston to denver,Flight.
1480,i would like to fly delta airlines from atlanta to pittsburgh,Flight.
1481,which flights are between boston and baltimore washington,Flight.
1482,i would like to fly from denver to pittsburgh and atlanta,Flight.
1483,on a breakfast flight from philadelphia to dallas via atlanta,Flight.
1484,what is the cheapest fare one way between pittsburgh and denver,Airfare.
1485,do you have flights from st. petersburg to toronto on monday,Flight.
1486,list flights from boston to pittsburgh leaving early in the morning on august sixth,Flight.
1487,what is mco,Abbreviation.
1488,please show me flights from dallas to denver,Flight.
1489,i need a flight on thursday before 8 am from oakland to salt lake city,Flight.
1490,show me flights from boston to san francisco arriving before 1 pm,Flight.
1491,what is the last flight from washington to boston,Flight.
1492,is there a flight between oakland and boston with a stopover in dallas fort worth on twa,Flight.
1493,i would like a nonstop flight from philadelphia to pittsburgh,Flight.
1494,i would like a nonstop flight from memphis to las vegas on march second,Flight.
1495,what 's the earliest flight from nashville to tacoma on american on tuesday the eighteenth of may,Flight.
1496,show me the evening flights from philadelphia to baltimore,Flight.
1497,are there any nonstop flights leaving from dallas to baltimore july seventh with who united airlines,Flight.
1498,show flights from cleveland to miami that arrive before 4 pm,Flight.
1499,do you have a twa flight leaving early in the morning to san francisco from denver,Flight.
1500,what is the cheapest coach fare from dallas to denver round trip,Airfare.
1501,what flights are there from milwaukee to phoenix on saturday,Flight.
1502,what are the early morning flights from boston to denver,Flight.
1503,i would like to find the cheapest one way fare from boston to oakland,Airfare.
1504,what is the latest flight from washington dc to denver,Flight.
1505,flights from pittsburgh to baltimore between 10 am and 2 pm,Flight.
1506,what planes does united use,Aircraft.
1507,show me all flight from san francisco to oakland,Flight.
1508,find travel arrangements for a round trip flight from boston to pittsburgh,Flight.
1509,does american airline fly from denver to pittsburgh,Flight.
1510,show me all daily flights between milwaukee and orlando,Flight.
1511,list flights from denver to san francisco no denver to philadelphia,Flight.
1512,i would like a flight on continental airlines leaving from boston making a stop in denver and arriving in san francisco,Flight.
1513,show me the flights from chicago to indianapolis,Flight.
1514,all flights to baltimore after 12 pm,Flight.
1515,do you have a flight on wednesday from denver to washington dc nonstop,Flight.
1516,i 'd like to fly from boston to fort worth,Flight.
1517,show me the ground transportation to westchester county,Ground Service.
1518,what airlines service pittsburgh airport,Airline.
1519,please list the flight times from pittsburgh to newark,Flight Time.
1520,what is the fare on november seventh going one way from pittsburgh to philadelphia,Airfare.
1521,flying from pittsburgh to atlanta on september fourth what would be the cheapest flight,Flight.
1522,what 's the fare from washington to boston,Airfare.
1523,does delta airlines fly from pittsburgh to atlanta,Flight.
1524,show me the flights from boston to san francisco,Flight.
1525,do you have a united flight from dallas to san francisco,Flight.
1526,show me all flights from philadelphia to denver on sunday which leave philadelphia after noon,Flight.
1527,show me flights from dallas to san francisco on wednesdays,Flight.
1528,what type of aircraft leaves from boston to washington dc at 9 am,Aircraft.
1529,flights on twa from columbus to st. louis,Flight.
1530,what are the flights from cleveland to indianapolis for wednesday the twelfth,Flight.
1531,i want to travel from philadelphia to boston on wednesday afternoon,Flight.
1532,i 'd like to go from detroit to san diego on wednesday evening june second,Flight.
1533,show me flights from denver to boston on thursday,Flight.
1534,i want the list of daily flights from milwaukee to st. louis,Flight.
1535,how much does a first class ticket cost from boston to san francisco round trip,Airfare.
1536,please show me the cost of flight ua 201 from boston to denver and flight ua 343 from boston to denver,Airfare.
1537,show flights leaving miami to cleveland on us air that leave after noon,Flight.
1538,please show me flights from atlanta to oakland california on thursday after 1600 hours,Flight.
1539,all flights from washington dc to san francisco after 5 pm on november twelfth economy class,Flight.
1540,earliest flight on american airlines from washington dc to san francisco,Flight.
1541,what flights do you have from boston to pittsburgh on wednesday of next week after 6 pm,Flight.
1542,list the wednesday flights from denver to baltimore arriving in baltimore between 1115 am and 1245 pm,Flight.
1543,what is the earliest flight from boston to dallas fort worth leaving august eighth,Flight.
1544,what 's the first class fare round trip from atlanta to denver,Airfare.
1545,what are the first class fares from boston to pittsburgh on thursday,Airfare.
1546,flights from montreal to las vegas,Flight.
1547,i need to go from boston to dallas,Flight.
1548,what are the afternoon flights for denver to san francisco,Flight.
1549,list the flights from denver to baltimore,Flight.
1550,what nonstop flights are available from oakland to pittsburgh,Flight.
1551,what are my options for a minneapolis back to indianapolis flight around noontime,Flight.
1552,show me the flights from san diego to newark,Flight.
1553,okay i want a flight originating in denver going to pittsburgh,Flight.
1554,what are all flights from philadelphia to denver on wednesdays,Flight.
1555,what flights are available friday from san francisco to boston,Flight.
1556,show me all flights from pittsburgh to boston which leave before noon,Flight.
1557,i need to take ten people from denver to phoenix please give me the flights during the week,Flight.
1558,i would like to travel from boston to denver early in the morning,Flight.
1559,what flights from salt lake city to las vegas,Flight.
1560,list ground transportation in detroit,Ground Service.
1561,what 's the capacity of an f28,Capacity.
1562,what flights are available tuesday afternoon from pittsburgh to atlanta,Flight.
1563,nonstop or connecting flights from seattle to boston,Flight.
1564,what flights from cincinnati to tampa,Flight.
1565,all flights from denver colorado to pittsburgh pennsylvania,Flight.
1566,what does ea mean,Abbreviation.
1567,is there a flight from nashville to houston in the evening tomorrow,Flight.
1568,what is the latest flight you have departing dallas to philadelphia,Flight.
1569,show me flights from milwaukee to orlando on wednesday after 6 pm,Flight.
