,utterance,intent
3624,Is it going to rain tomorrow?,Get Weather.
3625,How hot will it be today?,Get Weather.
3626,"What's the weather in Cherry Hill, NJ right now?",Get Weather.
3627,Do I need a sweater today?,Get Weather.
3628,Is it going to snow later?,Get Weather.
3629,is there any tropical activity in the atlantic or gulf of mexico,Get Weather.
3630,Is it sweater weather today?,Get Weather.
3631,Is it going to snow tomorrow?,Get Weather.
3632,What will the weather be like in San Jose tomorrow?,Get Weather.
3633,Is there a tornado warning in effect?,Get Weather.
3634,What is the low temperature for,Get Weather.
3635,Is it cold outside?,Get Weather.
3636,What is the temp today here,Get Weather.
3637,What is the weather in London today?,Get Weather.
3638,How hot is it going to be this afternoon?,Get Weather.
3639,Is it going to be cold today?,Get Weather.
3640,I'd like to know what the high for today is.,Get Weather.
3641,"weather Elizabeth, NJ now",Get Weather.
3642,should I pack for warm or cold weather in columbus,Get Weather.
3643,Shall I bring jacket along?,Get Weather.
3644,rain today?,Get Weather.
3645,Do I need to bring a coat,Get Weather.
3646,This Saturday's weather in Santa Monica,Get Weather.
3647,SHOULD I WEAR SHORTS TODAY?,Get Weather.
3648,is it suppose to stop raining today,Get Weather.
3649,When is it going to start raining today?,Get Weather.
3650,what is the weather like right now?,Get Weather.
3651,what is the heat index for this week?,Get Weather.
3652,will we have sunshine tomorrow?,Get Weather.
3653,is it raining?,Get Weather.
3654,what's the temperature for today,Get Weather.
3655,Do I need an umbrella?,Get Weather.
3656,How cold will it get tonight?,Get Weather.
3657,should i wear rain boots today?,Get Weather.
3658,do i need snow shoes today,Get Weather.
3659,"Do I need an umbrella if I go to Elysburg, PA?",Get Weather.
3660,"what is the temperature in Yarmouth, ns today?",Get Weather.
3661,Will it be windy this week?,Get Weather.
3662,Is there a chance of rain this week,Get Weather.
3663,Should I dress warm tomorrow,Get Weather.
3664,Should I dress for cold weather next week?,Get Weather.
3665,When is the next chance of rain?,Get Weather.
3666,will it be hot friday,Get Weather.
3667,Should I bring an umbrella today?,Get Weather.
3668,What is the humidity for today?,Get Weather.
3669,Temperature range for today?,Get Weather.
3670,Will it snow this week?,Get Weather.
3671,Is it hot outside?,Get Weather.
3672,What is the current weather in south eastern Idaho?,Get Weather.
3673,percentage of rain for Thursday,Get Weather.
3674,is it hot outside,Get Weather.
3675,do i need a coat,Get Weather.
3676,How cold is it going to be tonight?,Get Weather.
3677,Temperature for today?,Get Weather.
3678,Should I bring my umbrella?,Get Weather.
3679,what is the weather like in florida?,Get Weather.
3680,What is the chance of rain tomorrow in Ft Smith AR?,Get Weather.
3681,Will it rain on Monday?,Get Weather.
3682,eight hour forecast,Get Weather.
3683,How many inches of snow are we supposed to get today,Get Weather.
3684,Should I carry an umbrella today?,Get Weather.
3685,is it warm today,Get Weather.
3686,What is the weather like today?,Get Weather.
3687,should i wear shorts?,Get Weather.
3688,When is the storm hitting the city,Get Weather.
3689,How is the weather for next week in Paris?,Get Weather.
3690,Am I going to need a coat today?,Get Weather.
3691,weather this weekend,Get Weather.
3692,Do I need to wear a jacket today?,Get Weather.
3693,should I pack my rain coat?,Get Weather.
3694,Should I take my umbrella today?,Get Weather.
3695,Will it snow tonight in Cleveland?,Get Weather.
3696,Should I take my umbrella today?,Get Weather.
3697,What time is it supposed to stop raining this afternoon?,Get Weather.
3698,What is the weather like in Sydney Australia right now?,Get Weather.
3699,how long will the rain last,Get Weather.
3700,What is the temperature in Mississippi right now?,Get Weather.
3701,"Temperature right now,",Get Weather.
3702,Is it going to be rainy today?,Get Weather.
3703,Is the hurricane projected to hit my town?,Get Weather.
3704,when will it be sunny,Get Weather.
3705,Tell me the weather report,Get Weather.
3706,"Is it supposed to rain in Marshalltown, Iowa next week.",Get Weather.
3707,will it be sunny today,Get Weather.
3708,Do I need an umbrella tomorrow?,Get Weather.
3709,How is the weather going to be in Denver on Thursday?,Get Weather.
3710,Is it going to snow this week?,Get Weather.
3711,What's the weather like in East Texas?,Get Weather.
3712,Is it going to snow today?,Get Weather.
3713,what is the current temperature in my location,Get Weather.
3714,Is it raining outside?,Get Weather.
3715,What is the humidity for today?,Get Weather.
3716,Should I bring an umbrella today?,Get Weather.
3717,Please give me the 5 day forecast.,Get Weather.
3718,will it snow today?,Get Weather.
3719,should I bring gloves,Get Weather.
3720,whats the high temperatures for the next week,Get Weather.
3721,Do I need to wear my thermal clothes today?,Get Weather.
3722,How hot will it get today?,Get Weather.
3723,will it be hot sunday,Get Weather.
3724,"Today, what will the weather be?",Get Weather.
3725,Is it going to be cold tonight?,Get Weather.
3726,What is the weather like in Reno tomorrow?,Get Weather.
3727,How many inches of snow feel in NYC?,Get Weather.
3728,What are the high and low temperatures today?,Get Weather.
3729,Show me hourly rain chances.,Get Weather.
3730,Should I bring a jacket with me today?,Get Weather.
3731,will it rain today,Get Weather.
3732,Is it going to rain anytime today?,Get Weather.
3733,What is the low temperature for today?,Get Weather.
3734,tell me the weather today,Get Weather.
3735,What's the weather forecast for today?,Get Weather.
3736,Will I need sunscreen today?,Get Weather.
3737,what are the rain chances for this week in ocala,Get Weather.
3738,Is it cold out?,Get Weather.
3739,will it be raining this afternoon,Get Weather.
3740,should I wear sunscreen today?,Get Weather.
3741,What is the high temperature today?,Get Weather.
3742,Is it sunny in Dallas today?,Get Weather.
3743,Tell me the weather please,Get Weather.
3744,Will it snow today?,Get Weather.
3745,What are the chances of snow today?,Get Weather.
3746,What is the relative humidity in Tampa?,Get Weather.
3747,Should I bring a jacket?,Get Weather.
3748,What will the weather be like in Indianapolis 3 hours from now?,Get Weather.
3749,What are the severe weather alerts?,Get Weather.
3750,Is today an umbrella day?,Get Weather.
3751,Is it going to storm this weekend?,Get Weather.
3752,what's the temp?,Get Weather.
3753,what will tonight's low temperature be,Get Weather.
3754,What chance of rain is there today?,Get Weather.
3755,is there a chance for flood next week,Get Weather.
3756,What is the weather for my area?,Get Weather.
3757,Should I expect thunderstorms?,Get Weather.
3758,Will Oregon be cold in September?,Get Weather.
3759,Should I bring rain boots?,Get Weather.
3760,display hour by hour weather,Get Weather.
3761,"Is it raining in Burlington, VT?",Get Weather.
3762,What the temperature right now?,Get Weather.
3763,will it be hot tomorrow,Get Weather.
3764,What's the humidity today?,Get Weather.
3765,What's the weather this week?,Get Weather.
3766,How cold is it going to be today?,Get Weather.
3767,Is there rain in the forecast for this weekend?,Get Weather.
3768,How much snow will there be at 5 pm?,Get Weather.
3769,Will Texas see snow this week?,Get Weather.
3770,what is the weather for today,Get Weather.
3771,how is the weather now?,Get Weather.
3772,whats the weather today,Get Weather.
3773,How windy will it be today?,Get Weather.
3774,what is the temperature in Chicago,Get Weather.
3775,Do  I need to bring an umbrella?,Get Weather.
3776,What will the weather be like this weekend?,Get Weather.
3777,What will the weather be in Chicago by the lake tonight?,Get Weather.
3778,Will it be sunny on saturday,Get Weather.
3779,Is it going to be cold today?,Get Weather.
3780,Will it get below freezing tonight?,Get Weather.
3781,When will it snow?,Get Weather.
3782,Are there suppose to be scattered showers tomorrow?,Get Weather.
3783,Will it rain today?,Get Weather.
3784,Should I wear sandals or sneakers today?,Get Weather.
3785,leaving tomorrow for seattle what is the weather like,Get Weather.
3786,How much snow today?,Get Weather.
3787,will it rain today,Get Weather.
3788,give me the weather forecast for next week in miami.,Get Weather.
3789,how hot will it be today,Get Weather.
3790,should i pack my coat next week in aspen,Get Weather.
3791,when is it going to rain,Get Weather.
3792,Weather tomorrow,Get Weather.
3793,Are there any tornado warnings in Arkansas?,Get Weather.
3794,What is the weather like?,Get Weather.
3795,Do I need a jacket,Get Weather.
3796,What are the chances of severe weather today?,Get Weather.
3797,What does it feel like outside?,Get Weather.
3798,will it be raining tomorrow,Get Weather.
3799,is rain in the forecast?,Get Weather.
3800,Is it going to be a raining day  on Monday?,Get Weather.
3801,Will it be snowing next week in bishop,Get Weather.
3802,is it going to be cold tonight?,Get Weather.
3803,forecast in one hour,Get Weather.
3804,When should I start packing away my summer clothes?,Get Weather.
3805,Is it snowing in Chicago?,Get Weather.
3806,What is the current temperature?,Get Weather.
3807,I can I use my air conditioner tomorrow?,Get Weather.
3808,whats the weather like in florida,Get Weather.
3809,What is the morning temperature?,Get Weather.
3810,What time will it be warmest today?,Get Weather.
3811,Is it going to be hot today?,Get Weather.
3812,is it going to rain this weekend,Get Weather.
3813,when is the snow getting here today,Get Weather.
3814,is it supposed to be windy today,Get Weather.
3815,Are we expecting thunderstorms?,Get Weather.
3816,how is the weather on saturday,Get Weather.
3817,Weather tonight,Get Weather.
3818,Weather updates for Los Angeles please.,Get Weather.
3819,Weather for the weekend,Get Weather.
3820,Will it be hot today?,Get Weather.
3821,maximum temperature,Get Weather.
3822,will there be hail today,Get Weather.
3823,next week forecast,Get Weather.
3824,should I bring a jacket,Get Weather.
3825,what direction is the storm headed in,Get Weather.
3826,How hot will it be on Tuesday?,Get Weather.
3827,What's the temperature?,Get Weather.
3828,should I wear thicker clothing today,Get Weather.
3829,What is the predicted high for today?,Get Weather.
3830,what is the high for today,Get Weather.
3831,will it snow this week?,Get Weather.
3832,How does Denver look next week?,Get Weather.
3833,will it be snowing today,Get Weather.
3834,what time is supposed to start raining today?,Get Weather.
3835,what is the high for today,Get Weather.
3836,are we going to have a blizzard this year,Get Weather.
3837,What is the temperature going to be tomorrow night?,Get Weather.
3838,Should i wear shorts?,Get Weather.
3839,What's the weather like in Dallas today?,Get Weather.
3840,Is it going to rain the entire day in Miami?,Get Weather.
3841,what is the chance of snow today,Get Weather.
3842,Is it going to be nice today?,Get Weather.
3843,Is it cold in Niagara Falls,Get Weather.
3844,will it be snowing in new york this weekend,Get Weather.
3845,What's the forecast for tomorrow?,Get Weather.
3846,Is there any rain coming this week?,Get Weather.
3847,Is it hot in Amsterdam right now?,Get Weather.
3848,Bahama's weather,Get Weather.
3849,is the weather will be nice today,Get Weather.
3850,is it still hazy in Seattle?,Get Weather.
3851,Will it be clear skies for the meteor shower tonight?,Get Weather.
3852,What's the weather like?,Get Weather.
3853,what is the temperature?,Get Weather.
3854,Is the temperature going to be 3 digits today in Dallas?,Get Weather.
3855,Is it going to be hot today,Get Weather.
3856,What is the temperature at the North pole?,Get Weather.
3857,any chance of rain today,Get Weather.
3858,What's the weather like in Brooklyn,Get Weather.
3859,is there any weather alert,Get Weather.
3860,show me the temperature for tomorrow,Get Weather.
3861,What the feels like temperature for today?,Get Weather.
3862,What's the temperature for today?,Get Weather.
3863,Is there rain in the forecast?,Get Weather.
3864,"What's the temperature in Miami, Florida?",Get Weather.
3865,how long is it going to snow,Get Weather.
3866,What is the dew point?,Unsupported Weather.
3867,"I am going to the mountains for the weekend, how cold is it going to be?",Get Weather.
