,intent,utterance
1885,Book Restaurant.,I need to book a restaurant in the same area as Thompsontown for emma and karen johnson
1886,Book Restaurant.,Make me a reservation in NE at a distant resturant that is a pizzeria
1887,Book Restaurant.,book a spot in town in the same area as me
1888,Book Restaurant.,Reserve me a resturant for 5 at seventeen o'clock
1889,Book Restaurant.,I want to eat at a pickled cucumber brasserie in 12 months
1890,Book Restaurant.,book a spot for ten at a top-rated caucasian restaurant not far from Selmer
1891,Book Restaurant.,I'd like to take a party of five today to a place in Colorado
1892,Book Restaurant.,Book me a table for a party of eight in Germany .
1893,Book Restaurant.,"I want to book a restaurant in a distant ID spa for lidia, latasha and diann ."
1894,Book Restaurant.,Book a breakfast in a restaurant for eight .
1895,Book Restaurant.,"at two am , I need reservations for my friends and I at Irma Hotel ."
1896,Book Restaurant.,Book a table for doris and I in New Tulsa
1897,Book Restaurant.,Book table on the 23 in Illinois at the Maison Parthenais-Perrault II .
1898,Book Restaurant.,book in Romania for christian and susana at David Carpenter House
1899,Book Restaurant.,book a bar close by with a smoking room in MA
1900,Book Restaurant.,book a spot for 9 at a churrascaria that serves ammonia cookie in Volga
1901,Book Restaurant.,I want to eat at the Trout Creek restaurant for 9 people for bougatsa that is the best
1902,Book Restaurant.,I need to book a pub in Cammack Village Wyoming for a party of seven
1903,Book Restaurant.,Please make reservations for nine at 3 am .
1904,Book Restaurant.,Book a restaurant close by downtown for nine in seven months
1905,Book Restaurant.,I'd like to eat at the best restaurant
1906,Book Restaurant.,Book the Space Aliens Grill & Bar in Hord WY for Feb. the twenty-seventh .
1907,Book Restaurant.,I need a reservation for Chapter One in West Odessa for a party of one
1908,Book Restaurant.,Book a table for 1 person at a popular brasserie in Jansen that serves english food
1909,Book Restaurant.,book a eggo serving brasserie for ten
1910,Book Restaurant.,please book a restaurant with parking facility at taverna
1911,Book Restaurant.,reserve a table for two at the restaurant at 9 pm
1912,Book Restaurant.,I need a reservation for a restaurant that serves cupcakes in OH
1913,Book Restaurant.,Locate a cafeteria for two that serves deviled crab
1914,Book Restaurant.,Book me a restaurant ten minutes from now
1915,Book Restaurant.,I want to eat at a indoor bar for two
1916,Book Restaurant.,I want to book a bistro that serves pasta salad in Brazil .
1917,Book Restaurant.,Can  book a pizzeria that will serve a cupcake ?
1918,Book Restaurant.,Book a table for 2 at the Seward Community Cafe within the same area in Shabbona
1919,Book Restaurant.,Book a taverna in Wisconsin for 22:54 .
1920,Book Restaurant.,book a molecular gastronomy serving restaurant on march the 20th
1921,Book Restaurant.,I need fast food for nine within the same area as Bowers that has a pool nearby on 4/17/2033
1922,Book Restaurant.,Book reservations at a restaurant for eight people in New Jersey
1923,Book Restaurant.,"book a table at a restaurant within the same area as The Octagon, Christchurch in Allentown"
1924,Book Restaurant.,I need a reservation for 7 people at a bar in Chile that serves bio .
1925,Book Restaurant.,Book reservations at Phase 1 in La Jara
1926,Book Restaurant.,I want a table for seven at twenty three o'clock in Angola .
1927,Book Restaurant.,book fast food that is highly rated
1928,Book Restaurant.,book a cafe table for one that has internet access
1929,Book Restaurant.,"book a spot for robyn martinez, maude and I at a steakhouse not far from their place"
1930,Book Restaurant.,Book me a table at The Restaurant at Meadowood within the same area in Kentucky
1931,Book Restaurant.,Book a table at Crown Candy Kitchen for lacy and I
1932,Book Restaurant.,I want to book a spot at the local food court
1933,Book Restaurant.,I need a reservation for Maid-Rite Sandwich Shop in Home Gardens
1934,Book Restaurant.,Book a table at a osteria type restaurant in SD
1935,Book Restaurant.,Book Laurelhurst Theater for 8 people.
1936,Book Restaurant.,Book a restaurant faraway from Albertson now .
1937,Book Restaurant.,Book a reservation for seven people at a steakhouse in Kenya
1938,Book Restaurant.,book a restaurant in Montverde in Marshall Islands
1939,Book Restaurant.,"Book a table for lois, effie price and I for next Summer in Italy ."
1940,Book Restaurant.,Book a table at a restaurant in the Cayman Islands two hundred ninety six days from now
1941,Book Restaurant.,Need a booking for 6 in OK for the city of Boonton
1942,Book Restaurant.,I want to go to that popular ethiopian restaurant
1943,Book Restaurant.,I need a reservation for Red Square on aug. the 9th
1944,Book Restaurant.,"Make a reservation at a diner which serves chowder in MT for august the 17th, 2024 ."
1945,Book Restaurant.,casey and I will be in Kentucky for food
1946,Book Restaurant.,book a restaurant this year in Manning
1947,Book Restaurant.,"Can I get a restaurant reserved in Luquillo , District Of Columbia ?"
1948,Book Restaurant.,Book a joint in sixteen minutes for 9 .
1949,Book Restaurant.,Make a restaurant reservation for me and my son at twenty three o'clock .
1950,Book Restaurant.,I need to book a table for 7 in Estonia
1951,Book Restaurant.,book verdure serving restaurant in Bloom City
1952,Book Restaurant.,I'm in MI and want to eat somwhere nearby Midday .
1953,Book Restaurant.,"book a restaurant this week for joni, wilda sanders and I in AL"
1954,Book Restaurant.,We want to eat at a brasserie with sicilian food in Nebraska
1955,Book Restaurant.,need a table for nine in East Prairie LA
1956,Book Restaurant.,Book a reservation for seven people at a bakery in Osage City
1957,Book Restaurant.,I would like to book a restaurant within the same area as Myrtle Av for 6
1958,Book Restaurant.,Please make a reservation at ten at a bakery which serves burrito .
1959,Book Restaurant.,Book a table at T-Rex in one minute in Osierfield
1960,Book Restaurant.,"book a table at an oyster bar that serves apple butter on Jul. 10th, 2028"
1961,Book Restaurant.,book a restaurant for 4 that's not far from CA
1962,Book Restaurant.,I'd like to eat at an internet restaurant with a party of four
1963,Book Restaurant.,"book a table for jasmine, jeannie and leta"
1964,Book Restaurant.,Book a reservation for six people at a churrascaria restaurant in Cook Islands one minute from now
1965,Book Restaurant.,Please book a Uncommon Grounds Coffeehouse restaurant
1966,Book Restaurant.,Book Mars 2112 in Rwanda for 4 people.
1967,Book Restaurant.,"Book a table at Central Grocery on Mar. 22nd, 2020"
1968,Book Restaurant.,Book a food truck in Argusville that has fish chips
1969,Book Restaurant.,book San Francisco Brewing Company for two located at AL
1970,Book Restaurant.,book me and my grandparents a restaurant in Saint Helens South Dakota
1971,Book Restaurant.,"I want to go to the pub with angelita, susan reed and ashlee watson after us parking"
1972,Book Restaurant.,"Book a diner place or me and my best friend on Holy Saturday , capital of United Arab Emirates , where they serve pepperoni dishes"
1973,Book Restaurant.,book a table for eight in Graf far away
1974,Book Restaurant.,"book a spa in pizzeria on November 24, 2036"
1975,Book Restaurant.,I'd like to get a restaurant booked on mar. fourteenth in MD .
1976,Book Restaurant.,book a spot for nine at a top-rated brasserie that has swiss within the same area of New York
1977,Book Restaurant.,book trentino serving bar for 4
1978,Book Restaurant.,I am looking for a top-rated restaurant near bougatsa that can feed 3 that is close to Pelham Bay Park
1979,Book Restaurant.,"Please find me a table at a place that serves glace , has room for six and a pub atmosphere"
1980,Book Restaurant.,I want to book a restaurant in Glenarden South Dakota for two people.
1981,Book Restaurant.,I need a reservation for The Berghoff in Jamaica in 18 seconds
1982,Book Restaurant.,Need a table within the same area as Beach 105th St for a party of 6
1983,Book Restaurant.,Book a table at the Montreal Pool Room in North Carolina for 7 AM
1984,Book Restaurant.,book a spot at a pub with tatar in Cambodia
1985,Book Restaurant.,"Book a brasserie restaurant in Enfield , North Dakota for rosie and I that has tarte tatin"
1986,Book Restaurant.,book a southeastern restaurant in Heard Island and McDonald Islands
1987,Book Restaurant.,Book a restaurant in Almyra in 10 years
1988,Book Restaurant.,Book a reservation for three at Clinton Street Baking Company & Restaurant
1989,Book Restaurant.,Book reservations at a restaurant for me and my ex husband in West Virginia
1990,Book Restaurant.,Can you get me reservations for a highly rated restaurant in Seychelles
1991,Book Restaurant.,I would like reservations for Cliff House in seven months for six people.
1992,Book Restaurant.,"I'd like a reservation at a place in Iran for neva, alice and maggie parker ."
1993,Book Restaurant.,book a restaurant that serves trottole in Tillicum
1994,Book Restaurant.,I need a reservation for next week with a party of six
1995,Book Restaurant.,"bar restaurant for November the twelfth, 2030 that is popular and for a party of ten"
1996,Book Restaurant.,book a table at a restaurant for 10/24/2028 for me and lauren
1997,Book Restaurant.,Book a table in a Haines Borough restaurant for nine that is within walking distance .
1998,Book Restaurant.,I need a dinner reservation in three months for a restaurant in Hills and Dales .
1999,Book Restaurant.,book a bistro for 4 at sunset
2000,Book Restaurant.,I have six people who would like to eat at a cafe that serves american chinese cuisine in TX .
2001,Book Restaurant.,book a spot at an osteria that has goiano in Ward Springs
2002,Book Restaurant.,book a spot for me and my great grandfather at a brasserie with a pool at 7 am
2003,Book Restaurant.,book a bar in San Marino for five
2004,Book Restaurant.,Book a restaurant in Belgium for ten in 24 weeks .
2005,Book Restaurant.,book a churrascaria in Macao on May the twenty-third
2006,Book Restaurant.,"renee sanders, marlene and jewel want to go to a gastropub in the spa"
2007,Book Restaurant.,I would like to book a food truck for my friend and I
2008,Book Restaurant.,party for 2 in Cleveland
2009,Book Restaurant.,Need table for two in Pleasant City
2010,Book Restaurant.,at 4 am book a bar in the spa in Shamrock for eight
2011,Book Restaurant.,Book an indoor restaurant near Wallington for 2
2012,Book Restaurant.,Book a top-rated restaurant in Milton-Freewater .
2013,Book Restaurant.,Take me to the top-rated taverna in Sealy for trattoria next week for 5
2014,Book Restaurant.,I need reservations for a party of 8 within the same area at 01:48:35 at a restaurant in Armenia that serves tuscan cuisine.
2015,Book Restaurant.,book a bar for 2 in Hayden Row on friday
2016,Book Restaurant.,book a table for 0 pm in Fayette for rachael morris and shannon near there
2017,Book Restaurant.,I need a reservation for four this year at a restaurant
2018,Book Restaurant.,"I need seats for six at a pub on January 15th, 2030"
2019,Book Restaurant.,I need to book a reservation in Searsport at eleven am
2020,Book Restaurant.,Find a reservation for a party of six in Tuvalu
2021,Book Restaurant.,Book a restaurant with parking facility for 3 .
2022,Book Restaurant.,I need a top-rated pub in Friona
2023,Book Restaurant.,Make me a reservation within walking distance in WY for 6 pm
2024,Book Restaurant.,I'd like to go to the popular bistro in OH
2025,Book Restaurant.,restaurant scandinavian in Grenada
2026,Book Restaurant.,I want to book a close restaurant in SC for seven
2027,Book Restaurant.,Find a reservation for a highly rated brasserie for me and my step sister
2028,Book Restaurant.,I want a table to seat 10 at a close-by to Ottumwa that serves osteria and ranch dressing .
2029,Book Restaurant.,Book a table for ten people in Eucalyptus Hills .
2030,Book Restaurant.,Book a table for nine people next mar .
2031,Book Restaurant.,restaurant in Zambia that is close for a party of 10
2032,Book Restaurant.,I need a diner
2033,Book Restaurant.,"Please book a restaurant for party of 1 in Seeley Lake on july the fourteenth, 2022 ."
2034,Book Restaurant.,Find a reservation for a restaurant in Hong Kong for seven people
2035,Book Restaurant.,Book a restaurant in Papua New Guinea for me and my daughters
2036,Book Restaurant.,"Reserve a table for 3 people at The Cubby Bear ,  in Comoros ."
2037,Book Restaurant.,Reserve a table for teresa and elnora at a fast food joint which serves fish and chips
2038,Book Restaurant.,"Book a table for 6 at a restaurant in Pershing Square, Manhattan at two am"
2039,Book Restaurant.,book a table for 6 at a restaurant in Nebraska
2040,Book Restaurant.,I need seats for 6 at a place in AK
2041,Book Restaurant.,"I'd like a table for natasha, bettye and kimberley at a coffeehouse with a smoking room"
2042,Book Restaurant.,book a restaurant for five in karnataka
2043,Book Restaurant.,Book me a reservation for Fatty Crew in 13 weeks in Haskell
2044,Book Restaurant.,I want to go to a highly rated fast food restaurant around Togo with two people total.
2045,Book Restaurant.,"book a table in Mississippi on May nineteenth, 2034 for me, silvia and sandy"
2046,Book Restaurant.,Book a tavern in Colorado for two
2047,Book Restaurant.,Book a restaurant in Delhi Arkansas for three people.
2048,Book Restaurant.,"Book reservations at restaurant in Edgemoor NM on august 3, 2024"
