label,text
Distance.,what is the distance between pittsburgh airport and downtown pittsburgh
Flight.,from las vegas to montreal
Flight.,what northwest airline flights leave denver before noon
Flight.,show all flights on united airlines from san francisco to denver to washington dc
Flight.,what is the latest flight from philadelphia to boston
Flight Time.,what times does continental depart from boston to san francisco
Flight.,i 'd like to see flights from pittsburgh to philadelphia
Airfare.,what is the cheapest fare from denver to pittsburgh
Flight.,list all flights from denver to philadelphia
Flight.,please show flights arriving in philadelphia from denver
Flight.,what flights do you have from milwaukee to tampa
Flight.,flights from baltimore to washington dc
Flight.,give me the cheapest flight from dallas to baltimore on saturday
Airfare.,what are the most expensive first class tickets between atlanta and dallas
Flight.,show me the flights from san diego to san francisco on southwest airlines
Flight.,list daily flights from denver to baltimore with first class service
Flight.,show me all the flights arriving in charlotte around 5 pm next monday please
Quantity.,how many first class flights does united have leaving from all airports today
Quantity.,how many flights does each airline have with booking class k
Flight.,may i fly from san francisco to baltimore
Flight.,i 'd like to make a round trip from la to newark by way of charlotte
Flight.,flight information from san francisco to pittsburgh
Airfare.,coach fares only weekdays for denver to boston
Flight.,list lowest cost flight from dallas to baltimore
Flight.,i would like to fly from boston to atlanta
Quantity.,how many cities are served by delta airlines with first class flights
Flight.,please give me flight schedules from pittsburgh to philadelphia
Ground Service.,show me the ground transportation in denver
Flight.,what flights go from philadelphia to san francisco via dallas
Flight.,flight from dallas to boston tomorrow
Flight.,american flights from cincinnati to houston
Flight.,and flights leaving from atlanta to oakland leaving after 5 pm
Flight.,on friday i need to see all flights that leave atlanta and arrive in dallas before 6 pm
Flight.,show me all flights from new york to miami on a tuesday with round trip fare less than 932 dollars
Flight.,i 'm looking for a flight from boston to denver that has no stopovers and is only in the afternoon
Flight.,i 'd like flights on american from philadelphia to dallas arriving before 1145 am
Flight.,list all flights from long beach to columbus on sunday
Flight.,give me all nonstops from new york city to las vegas that arrive on a sunday
Flight.,what are the flights from boston to san francisco leaving tomorrow
Flight.,now i need a flight on tuesday from phoenix to detroit
Flight.,what is the earliest flight from washington to san francisco
Flight.,find any flight from boston to oakland stopping in denver
Flight.,okay let 's see do you have a flight on delta airline from atlanta to boston
Flight.,do you have a flight from salt lake city to st. petersburg on june second
Flight.,show me the nonstop flights from dallas to houston
Flight.,can you list flights departing from las vegas and arriving in san diego
Flight.,what is the first flight after 8 am from boston to san francisco
Flight.,which flights on northwest and united airlines stop in denver before noon
Flight.,flights from newark new jersey to cleveland ohio
Flight.,what is the cheapest round trip flight from atlanta to pittsburgh
Airfare.,show me all the cheapest fares from new york to miami leaving on tuesday
Flight.,show me all flights from ontario to tacoma one way
Flight.,list for me only the united flights between denver and oakland
Airfare.,what is the cheapest fare from baltimore to dallas in any class
Flight.,give me the latest flight tomorrow on united airlines from milwaukee to tacoma
Flight.,okay i 'd like a nonstop flight from houston to memphis that arrives in memphis in the early afternoon on tuesday june first
Flight.,i would like to travel from washington dc to pittsburgh on august twentieth
Airline.,what airlines flies out of atlanta
Flight.,find a nonstop flight between denver and oakland leaving in the afternoon and arriving near 5 pm
Flight.,what flights go from baltimore to newark wednesday morning
Flight.,list the flights arriving in boston from atlanta on august fifth
Flight Time.,what time does flight aa 459 depart
Flight.,i also need to go to san francisco on wednesday evening from dallas
Flight.,list all flights from long beach to columbus late saturday
Flight.,please give me all the flights from long beach california to memphis tennessee
Flight.,do you have a flight from charlotte to atlanta on june first
Flight.,can you show me the flights from dallas to baltimore with economy fares
Flight.,what flights from las vegas to phoenix on saturday
Flight.,hi i 'm calling from boston i 'd like to make a flight to either orlando or los angeles
Flight.,what are the flights from new york city to las vegas
Ground Service.,what ground transportation is available in pittsburgh
Flight.,show me all flights from pittsburgh to oakland that arrive after 10 am
Flight.,please give me flights from atlanta to boston on wednesday morning and thursday afternoon
Flight.,flight from milwaukee to denver
Abbreviation.,what does s designate as a meal
Flight.,i would like to find a flight that goes from tampa to montreal making a stop in new york and a flight that serves lunch
Airfare.,okay i just want to know the cheapest fare from atlanta to boston
Flight.,list all flights leaving san francisco monday afternoon arriving in pittsburgh
Flight.,give me flights without fares from atlanta to baltimore
