,text,intent
2649,Set a weekly reminder every Tuesday to set out the recycling bins at 8 am,Create Reminder.
2650,Set up an alert for the dogs vet appointment on August 7th at 11am.,Create Reminder.
2651,"I need a reminder to run a cold, dark load of laundry today at 4 pm.",Create Reminder.
2652,Remind me to go to buy a new set of highlighters tomorrow morning.,Create Reminder.
2653,Delete my reoccuring reminder about my monthly meeting with Scoti.,Delete Reminder.
2654,Can you remind me to get cereal today?,Create Reminder.
2655,Delete my reminder to pick up my mom.,Delete Reminder.
2656,set a reminder for my sister to meet adam at 5pm on tuesday,Create Reminder.
2657,Remind me to pay for my ticket to the variety show.,Create Reminder.
2658,remind me to purchase tickets for upcoming The 1975 concert.,Create Reminder.
2659,Change the time of my birthday party reminder to 6 pm.,Update Reminder Date Time.
2660,Remind me to update my auto pay with food delivery company on payday,Create Reminder.
2661,Can you alert me about my favorite Tv Show at 8 p.m. (Pacific Time)?,Create Reminder.
2662,Can you alert me to take my medicine every day at 5am?,Create Reminder.
2663,Remind PJ to turn off his printer every night at 10pm,Create Reminder.
2664,Can you set a reminder for dance class next Thursday at 10:15am,Create Reminder.
2665,Can you remind me to take my dog for a walk this afternoon?,Create Reminder.
2666,set up a daily reminder to take insulin at 8 am and 8 pm,Create Reminder.
2667,"I need to set a birthday party reminder for August 25th, please set a reminder for my family group at 4 pm.",Create Reminder.
2668,Set up a monthly reminder about the Family Connections meeting.,Create Reminder.
2669,Set a reminder  two hours before my dentist's appointment meeting.,Create Reminder.
2670,Remove the reminder for my moms appointment.,Delete Reminder.
2671,Remind me to watch Animal Kingdom every Tuesday at 9 p.m.,Create Reminder.
2672,Set up reminder to collect payment from group for vacation,Create Reminder.
2673,Remind Gabriel dinner is at 7 tomorrow.,Create Reminder.
2674,Please send my sister Donna a reminder tomorrow about Keith's surgery on Wednesday,Create Reminder.
2675,Remind me at 5PM to schedule my hair appointment for next month,Create Reminder.
2676,remove the reminder about Stacy's party cancelled,Delete Reminder.
2677,Delete my reminder to buy cereal on Sunday.,Delete Reminder.
2678,Set up a reminder for Camryn's birthday on September 7th.,Create Reminder.
2679,remind me to look into a colonoscopy to see when i would need one,Create Reminder.
2680,Remind me to mail my package tomorrow at 2:30 PM.,Create Reminder.
2681,Please delete my reminder to meet John in an hour.,Delete Reminder.
2682,Cancel reminder to get gift for patty's party.,Delete Reminder.
2683,Delete all reminders about the Renaissance Faire,Delete Reminder.
2684,Remind me of my doctor's appt. on August 20th at 9 AM.,Create Reminder.
2685,Do I have any reminders for Thursday?,Get Reminder.
2686,Remind me to send Dean's care package on the 20th.,Create Reminder.
2687,Remind me to order the lawn mower part today.,Create Reminder.
2688,Remind the girls to get gas prices to enter in Gas Buddy daily,Create Reminder.
2689,Delete my reminder about Friday's meeting with Sam.,Delete Reminder.
2690,Set up a weekly reminder to invest at least $20 to Acorn every Thursday for Friday.,Create Reminder.
2691,Set a reminder for one hour before the Quilts of valor meeting,Create Reminder.
2692,Remind the art club about the event at least 3 hours before.,Create Reminder.
2693,Can you send me a reminder to review my budget on the 29th.l,Create Reminder.
2694,I just cracked my tooth. Remind me to schedule Dentist appointment tomorrow morning at 9 AM.,Create Reminder.
2695,Remind me to do chores,Create Reminder.
2696,I can't miss my flight tomorrow. Remind me to leave 1 hour and 45 minutes before the flight time.,Create Reminder.
2697,what are my reminders for this weekend?,Get Reminder.
2698,Remind me to clean up the old data in my computer on Friday at 4:00 PM,Create Reminder.
2699,Can you delete my reminder for lunch today it's been canceled,Delete Reminder.
2700,Set a reminder for Dinner @ 7 tomorrow,Create Reminder.
2701,School registration is August 28. Remind me 2 days before.,Create Reminder.
2702,Delete the reminder to practice guitar for the party on Sunday.,Delete Reminder.
2703,Remove the alert on my calendar to eat dinner every night at 6pm.,Delete Reminder.
2704,remind me to brush my teeth at 8pm every day,Create Reminder.
2705,Set a reminder to met up with Daniel by 1pm on Thursday.,Create Reminder.
2706,Remind me buy new shoes when I go shopping at 11 tomorrow,Create Reminder.
2707,Remind me to change the clock for daylight savings time,Create Reminder.
2708,Can you alert me with a reminder about the meeting I have at 3pm?,Create Reminder.
2709,Remove the reminder for the family meeting tomorrow.,Delete Reminder.
2710,Remind me to check the Viking Itinerary a week before we go.,Create Reminder.
2711,"Remind me to record the new season of Colony, starting today.",Create Reminder.
2712,Can you remind me to buy a birthday card tomorrow?,Create Reminder.
2713,Delete reminder to meet Jeff for breakfast tomorrow morning.,Delete Reminder.
2714,Remind me to buy orange juice after work.,Create Reminder.
2715,Modify my reminder to read Cindy's scripture blast on Facebook from 5:00 a.m. to 6:30 a.m. because my work schedule has changed.,Update Reminder Date Time.
2716,remind me to email jim about tennis,Create Reminder.
2717,Change the reminder I have set on Monday to Tuesday.,Update Reminder Date Time.
2718,Remind me tomorrow to cancel Prairie Athletic club camp for the next two weeks.,Create Reminder.
2719,CAN YOU REMIND ME TO PICK UP SNOW CONE SYRUP ON TUESDAY.,Create Reminder.
2720,Delete my reminder for James doctor appointment.,Delete Reminder.
2721,Remove the alert for 5 am Wednesday,Delete Reminder.
2722,Remind me to tell Leslie Happy Birthday next Tuesday.,Create Reminder.
2723,Remind me to pick up a card for Timmy's Graduation Party this Sunday at 2 p.m.,Create Reminder.
2724,Reminder to swap the laundry tonight at 6 pm.,Create Reminder.
2725,remind me to pay my cable bill on the 20th,Create Reminder.
2726,remove to reminder to pick up kathy next tuesday,Delete Reminder.
2727,Remind me at 3pm  to make a doctor appointment for next month,Create Reminder.
2728,Please remind my sewing group to bring fabric,Create Reminder.
2729,"I can't got to concert anymore, cancel that alert.",Delete Reminder.
2730,Remind me to pick up Sam from soccer tomorrow at 6 p.m.,Create Reminder.
2731,Set a reminder to feed the dog when i get home.,Create Reminder.
2732,Send an alert to record that Star Wars documentary,Create Reminder.
2733,I need a reminder to get my oil changed.,Create Reminder.
2734,remind me to clean bedrooms on thursday,Create Reminder.
2735,Remind me to bring the Mariner tickets for the game on Monday,Create Reminder.
2736,Remind me to schedule all social media schedulings on Sunday.,Create Reminder.
2737,Please remove my reminder to wash the dishes tomorrow morning.,Delete Reminder.
2738,remind me to add last 5 emails to my contacts,Create Reminder.
2739,remind me to get chocolate after meeting on saturday,Create Reminder.
2740,remove the reminder for girl's night out on Friday,Delete Reminder.
2741,Delete all reminders for next week.,Delete Reminder.
2742,reminder to set the location for Kennys 30th surprise birthday party,Create Reminder.
2743,Create a reminder about my science training Saturday morning.,Create Reminder.
2744,Cancel my reminder for the salt cave.,Delete Reminder.
2745,remind me to pick up dad on Monday at 10:45 for Dr.  Appt,Create Reminder.
2746,Set a reminder for my Office Party wendsday.,Create Reminder.
2747,Set a reminder for John to clean up his room Saturday at 7 am.,Create Reminder.
2748,"Set up a reminder for me to buy a lottery ticket every Tuesday, Wednesday,Friday and Saturday.",Create Reminder.
2749,Remind me about my Dentist appointment November 15 at 3 in the afternoon.,Create Reminder.
2750,Set up a reminder for Monday evening to send out thank you cards.,Create Reminder.
2751,remind me to buy cat food today,Create Reminder.
2752,delete dinner reminder for tonight,Delete Reminder.
2753,Delete remind to pick up the groceries.,Delete Reminder.
2754,set up a reminder for an outdoor bbq on friday,Create Reminder.
2755,"Got a letter from the DOT, remind me to renew HUT decals after October 1.",Create Reminder.
2756,Delete the dinner date reminder for this weekend,Delete Reminder.
2757,Remind June and Braxton to leave at 5:30; alert them 10 mins before.,Create Reminder.
2758,Set a reminder to weigh myself every Monday morning,Create Reminder.
2759,I have to take my mom's dog to the groomer so please set a reminder for that on Sat at 11 o'clock.,Create Reminder.
2760,Remind me to send Alex his present this Wednesday.,Create Reminder.
2761,Can you tell me my reminders for Saturday?,Get Reminder.
2762,"Remind me to fill out the paperwork for my job at 7 a.m Monday morning, right after my alarm goes off.",Create Reminder.
2763,Delete reminders for 4 a.m. wake up.,Delete Reminder.
2764,Remind my husband about my parents coming to visit on the 15th.,Create Reminder.
2765,Remind me to input Jennifer Frost into my contacts,Create Reminder.
2766,Set reminder every Tuesday for Cross Fit.,Create Reminder.
2767,Can you remind me to submit the review at 3 pm.,Create Reminder.
2768,Remind Serenity she has softball practice at 4 pm on Wednesday.,Create Reminder.
2769,remind me 10 days before my husband's birthday,Create Reminder.
2770,Remind me to make lunches tonight at 9:30 p.m.,Create Reminder.
2771,Remind to cancel hair appointment on Thursday,Create Reminder.
2772,Remind to put the lasagna in the oven by 6:00.,Create Reminder.
2773,"It is going to be hot tomorrow, please remind me to throw some sunscreen in the car tomorrow morning at 7 am.",Create Reminder.
2774,Remind taylors bridal party that the meeting was changed to 2pm,Create Reminder.
2775,Remind me to get home at 5.,Create Reminder.
2776,Remind me to bring James to the potty today,Create Reminder.
2777,Remind me to feed the cat everyday at 5pm.,Create Reminder.
2778,Remind Theresa about shopping plans Friday at 2 PM.,Create Reminder.
2779,Remind me tomorrow that I am meeting my sister for lunch.,Create Reminder.
2780,Remove the reminder to meet Mrs. Delfino .,Delete Reminder.
2781,The first of the month is rent. Please remind me 7 days before.,Create Reminder.
2782,Change my reminder for the NBA preseason to the new starting date,Update Reminder Date Time.
2783,Remind me to reply to Steve and tell him we need to reschedule our meeting.,Create Reminder.
2784,remind me to email the children's school supply list to their dad tomorrow,Create Reminder.
2785,Set up a reminder for Madison High School freshman day at 6:30 PM on August 12th.,Create Reminder.
2786,Remind me to review John's cover letter at 7 pm tomorrow night.,Create Reminder.
2787,Remind me to take Trixie out for a walk today at 7pm.,Create Reminder.
2788,Remind my sister to pick up my daughter at 2pm; alert 20 minutes beforehand,Create Reminder.
